## Angular power spectra, cl, in uK^2
## TT                      EE                      BB                      TE 
   4.184489997396e-04      1.913075500628e-05      1.021584542580e-07      -1.747472077228e-05      
   4.170890858099e-04      1.912243221018e-05      1.019456059294e-07      -1.769919081477e-05      
   4.157524410408e-04      1.911248456116e-05      1.017335181073e-07      -1.792376141770e-05      
   4.144388383954e-04      1.910092036014e-05      1.015221901521e-07      -1.814832898532e-05      
   4.131480508368e-04      1.908774790802e-05      1.013116214244e-07      -1.837278992186e-05      
   4.118798513282e-04      1.907297550572e-05      1.011018112847e-07      -1.859704063158e-05      
   4.106340128324e-04      1.905661145414e-05      1.008927590935e-07      -1.882097751869e-05      
   4.094103083129e-04      1.903866405418e-05      1.006844642114e-07      -1.904449698748e-05      
   4.082085107327e-04      1.901914160678e-05      1.004769259988e-07      -1.926749544216e-05      
   4.070283930548e-04      1.899805241283e-05      1.002701438164e-07      -1.948986928699e-05      
   4.058697282425e-04      1.897540477324e-05      1.000641170246e-07      -1.971151492620e-05      
   4.047322892586e-04      1.895120698891e-05      9.985884498387e-08      -1.993232876405e-05      
   4.036158490665e-04      1.892546736077e-05      9.965432705485e-08      -2.015220720477e-05      
   4.025201806294e-04      1.889819418972e-05      9.945056259803e-08      -2.037104665262e-05      
   4.014450569100e-04      1.886939577667e-05      9.924755097391e-08      -2.058874351181e-05      
   4.003902508718e-04      1.883908042252e-05      9.904529154302e-08      -2.080519418664e-05      
   3.993555354777e-04      1.880725642819e-05      9.884378366590e-08      -2.102029508131e-05      
   3.983406836910e-04      1.877393209460e-05      9.864302670305e-08      -2.123394260006e-05      
   3.973454684747e-04      1.873911572264e-05      9.844302001500e-08      -2.144603314717e-05      
   3.963696627918e-04      1.870281561322e-05      9.824376296227e-08      -2.165646312686e-05      
   3.954130396056e-04      1.866504006727e-05      9.804525490539e-08      -2.186512894337e-05      
   3.944753718792e-04      1.862579738567e-05      9.784749520488e-08      -2.207192700095e-05      
   3.935564325756e-04      1.858509586935e-05      9.765048322128e-08      -2.227675370385e-05      
   3.926559946580e-04      1.854294381923e-05      9.745421831507e-08      -2.247950545632e-05      
   3.917738310896e-04      1.849934953619e-05      9.725869984680e-08      -2.268007866258e-05      
   3.909097148333e-04      1.845432132115e-05      9.706392717700e-08      -2.287836972688e-05      
   3.900634188523e-04      1.840786747504e-05      9.686989966617e-08      -2.307427505349e-05      
   3.892347161098e-04      1.835999629874e-05      9.667661667486e-08      -2.326769104662e-05      
   3.884233795690e-04      1.831071609318e-05      9.648407756357e-08      -2.345851411053e-05      
   3.876291821927e-04      1.826003515927e-05      9.629228169283e-08      -2.364664064947e-05      
   3.868518969443e-04      1.820796179789e-05      9.610122842316e-08      -2.383196706767e-05      
   3.860912967866e-04      1.815450430998e-05      9.591091711508e-08      -2.401438976937e-05      
   3.853471546832e-04      1.809967099645e-05      9.572134712914e-08      -2.419380515884e-05      
   3.846192435968e-04      1.804347015819e-05      9.553251782581e-08      -2.437010964031e-05      
   3.839073364907e-04      1.798591009613e-05      9.534442856567e-08      -2.454319961801e-05      
   3.832112063279e-04      1.792699911115e-05      9.515707870920e-08      -2.471297149620e-05      
   3.825306068423e-04      1.786674835282e-05      9.497046685159e-08      -2.487933361934e-05      
   3.818652148502e-04      1.780518036511e-05      9.478458852663e-08      -2.504224209274e-05      
   3.812146879386e-04      1.774232054066e-05      9.459943850272e-08      -2.520166496196e-05      
   3.805786836950e-04      1.767819427210e-05      9.441501154833e-08      -2.535757027252e-05      
   3.799568597060e-04      1.761282695203e-05      9.423130243188e-08      -2.550992606998e-05      
   3.793488735589e-04      1.754624397311e-05      9.404830592180e-08      -2.565870039986e-05      
   3.787543828407e-04      1.747847072793e-05      9.386601678651e-08      -2.580386130772e-05      
   3.781730451385e-04      1.740953260913e-05      9.368442979446e-08      -2.594537683908e-05      
   3.776045180394e-04      1.733945500934e-05      9.350353971407e-08      -2.608321503950e-05      
   3.770484591304e-04      1.726826332118e-05      9.332334131378e-08      -2.621734395450e-05      
   3.765045259986e-04      1.719598293726e-05      9.314382936202e-08      -2.634773162963e-05      
   3.759723762312e-04      1.712263925024e-05      9.296499862722e-08      -2.647434611043e-05      
   3.754516674151e-04      1.704825765270e-05      9.278684387782e-08      -2.659715544245e-05      
   3.749420571374e-04      1.697286353729e-05      9.260935988225e-08      -2.671612767121e-05      
   3.744432029852e-04      1.689648229664e-05      9.243254140893e-08      -2.683123084227e-05      
   3.739547625457e-04      1.681913932336e-05      9.225638322629e-08      -2.694243300115e-05      
   3.734763934057e-04      1.674086001008e-05      9.208088010278e-08      -2.704970219340e-05      
   3.730077531525e-04      1.666166974941e-05      9.190602680683e-08      -2.715300646457e-05      
   3.725484993732e-04      1.658159393399e-05      9.173181810685e-08      -2.725231386018e-05      
   3.720982896546e-04      1.650065795646e-05      9.155824877130e-08      -2.734759242579e-05      
   3.716567815841e-04      1.641888720941e-05      9.138531356861e-08      -2.743881020692e-05      
   3.712236327486e-04      1.633630708549e-05      9.121300726720e-08      -2.752593524913e-05      
   3.707985007351e-04      1.625294297731e-05      9.104132463549e-08      -2.760893559794e-05      
   3.703810431309e-04      1.616882027751e-05      9.087026044194e-08      -2.768777929891e-05      
   3.699709175229e-04      1.608396437869e-05      9.069980945495e-08      -2.776243439757e-05      
   3.695677814982e-04      1.599840067349e-05      9.052996644299e-08      -2.783286893945e-05      
   3.691712926438e-04      1.591215455454e-05      9.036072617448e-08      -2.789905097011e-05      
   3.687811085471e-04      1.582525141445e-05      9.019208341783e-08      -2.796094853507e-05      
   3.683968867947e-04      1.573771664586e-05      9.002403294149e-08      -2.801852967989e-05      
   3.680182849740e-04      1.564957564138e-05      8.985656951389e-08      -2.807176245010e-05      
   3.676449606720e-04      1.556085379363e-05      8.968968790348e-08      -2.812061489124e-05      
   3.672765714758e-04      1.547157649526e-05      8.952338287864e-08      -2.816505504885e-05      
   3.669127749723e-04      1.538176913888e-05      8.935764920786e-08      -2.820505096848e-05      
   3.665532287489e-04      1.529145711710e-05      8.919248165955e-08      -2.824057069565e-05      
   3.661975903924e-04      1.520066582256e-05      8.902787500213e-08      -2.827158227591e-05      
   3.658455174899e-04      1.510942064789e-05      8.886382400404e-08      -2.829805375480e-05      
   3.654966676285e-04      1.501774698570e-05      8.870032343372e-08      -2.831995317786e-05      
   3.651506983954e-04      1.492567022863e-05      8.853736805960e-08      -2.833724859064e-05      
   3.648072673775e-04      1.483321576929e-05      8.837495265011e-08      -2.834990803867e-05      
   3.644660470276e-04      1.474040893339e-05      8.821307177828e-08      -2.835791134450e-05      
   3.641267692605e-04      1.464727477902e-05      8.805171923555e-08      -2.836128543875e-05      
   3.637891808569e-04      1.455383829734e-05      8.789088861796e-08      -2.836006902905e-05      
   3.634530285972e-04      1.446012447950e-05      8.773057352155e-08      -2.835430082305e-05      
   3.631180592619e-04      1.436615831667e-05      8.757076754236e-08      -2.834401952834e-05      
   3.627840196316e-04      1.427196480001e-05      8.741146427641e-08      -2.832926385257e-05      
   3.624506564869e-04      1.417756892069e-05      8.725265731978e-08      -2.831007250338e-05      
   3.621177166082e-04      1.408299566986e-05      8.709434026848e-08      -2.828648418840e-05      
   3.617849467762e-04      1.398827003869e-05      8.693650671855e-08      -2.825853761523e-05      
   3.614520937713e-04      1.389341701834e-05      8.677915026604e-08      -2.822627149153e-05      
   3.611189043741e-04      1.379846159997e-05      8.662226450698e-08      -2.818972452491e-05      
   3.607851253651e-04      1.370342877476e-05      8.646584303741e-08      -2.814893542303e-05      
   3.604505035248e-04      1.360834353385e-05      8.630987945339e-08      -2.810394289349e-05      
   3.601147856338e-04      1.351323086841e-05      8.615436735093e-08      -2.805478564392e-05      
   3.597777184724e-04      1.341811576960e-05      8.599930032608e-08      -2.800150238198e-05      
   3.594390488215e-04      1.332302322859e-05      8.584467197489e-08      -2.794413181527e-05      
   3.590985234615e-04      1.322797823654e-05      8.569047589338e-08      -2.788271265143e-05      
   3.587558891727e-04      1.313300578462e-05      8.553670567761e-08      -2.781728359808e-05      
   3.584108927360e-04      1.303813086396e-05      8.538335492361e-08      -2.774788336287e-05      
   3.580632809317e-04      1.294337846576e-05      8.523041722741e-08      -2.767455065343e-05      
   3.577128005404e-04      1.284877358116e-05      8.507788618506e-08      -2.759732417737e-05      
   3.573591983426e-04      1.275434120134e-05      8.492575539260e-08      -2.751624264232e-05      
   3.570022211188e-04      1.266010631744e-05      8.477401844606e-08      -2.743134475593e-05      
   3.566416156496e-04      1.256609392065e-05      8.462266894150e-08      -2.734266922581e-05      
   3.562771287156e-04      1.247232900210e-05      8.447170047493e-08      -2.725025475962e-05      
   3.559085070972e-04      1.237883655298e-05      8.432110664241e-08      -2.715414006495e-05      
   3.555354975749e-04      1.228564156444e-05      8.417088103996e-08      -2.705436384946e-05      
   3.551578469293e-04      1.219276902764e-05      8.402101726366e-08      -2.695096482076e-05      
   3.547753019411e-04      1.210024393376e-05      8.387150890950e-08      -2.684398168650e-05      
   3.543876093905e-04      1.200809127394e-05      8.372234957355e-08      -2.673345315430e-05      
   3.539945160583e-04      1.191633603935e-05      8.357353285184e-08      -2.661941793177e-05      
   3.535957687248e-04      1.182500322116e-05      8.342505234041e-08      -2.650191472658e-05      
   3.531911141708e-04      1.173411781052e-05      8.327690163530e-08      -2.638098224633e-05      
   3.527802991767e-04      1.164370479860e-05      8.312907433255e-08      -2.625665919866e-05      
   3.523630705231e-04      1.155378917656e-05      8.298156402819e-08      -2.612898429119e-05      
   3.519391749904e-04      1.146439593557e-05      8.283436431829e-08      -2.599799623157e-05      
   3.515083593591e-04      1.137555006679e-05      8.268746879885e-08      -2.586373372742e-05      
   3.510703704098e-04      1.128727656137e-05      8.254087106592e-08      -2.572623548637e-05      
   3.506249549231e-04      1.119960041048e-05      8.239456471556e-08      -2.558554021604e-05      
   3.501718922778e-04      1.111254439465e-05      8.224854367680e-08      -2.544169215939e-05      
   3.497110922452e-04      1.102612245186e-05      8.210280321074e-08      -2.529475770066e-05      
   3.492424971952e-04      1.094034630944e-05      8.195733891150e-08      -2.514480875940e-05      
   3.487660494974e-04      1.085522769474e-05      8.181214637317e-08      -2.499191725516e-05      
   3.482816915215e-04      1.077077833510e-05      8.166722118986e-08      -2.483615510750e-05      
   3.477893656373e-04      1.068700995787e-05      8.152255895570e-08      -2.467759423597e-05      
   3.472890142143e-04      1.060393429038e-05      8.137815526477e-08      -2.451630656015e-05      
   3.467805796226e-04      1.052156305998e-05      8.123400571119e-08      -2.435236399956e-05      
   3.462640042315e-04      1.043990799401e-05      8.109010588906e-08      -2.418583847377e-05      
   3.457392304110e-04      1.035898081981e-05      8.094645139250e-08      -2.401680190235e-05      
   3.452062005306e-04      1.027879326473e-05      8.080303781561e-08      -2.384532620484e-05      
   3.446648569603e-04      1.019935705610e-05      8.065986075250e-08      -2.367148330078e-05      
   3.441151420695e-04      1.012068392127e-05      8.051691579728e-08      -2.349534510977e-05      
   3.435569982280e-04      1.004278558758e-05      8.037419854405e-08      -2.331698355133e-05      
   3.429903678056e-04      9.965673782373e-06      8.023170458692e-08      -2.313647054502e-05      
   3.424151931720e-04      9.889360232989e-06      8.008942952000e-08      -2.295387801041e-05      
   3.418314166969e-04      9.813856666770e-06      7.994736893739e-08      -2.276927786703e-05      
   3.412389807499e-04      9.739174811060e-06      7.980551843322e-08      -2.258274203445e-05      
   3.406378277008e-04      9.665326393199e-06      7.966387360158e-08      -2.239434243225e-05      
   3.400278999194e-04      9.592323140532e-06      7.952243003657e-08      -2.220415097995e-05      
   3.394091397753e-04      9.520176780398e-06      7.938118333232e-08      -2.201223959711e-05      
   3.387814896381e-04      9.448899040141e-06      7.924012908292e-08      -2.181868020329e-05      
   3.381448918778e-04      9.378501647102e-06      7.909926288248e-08      -2.162354471806e-05      
   3.374992888638e-04      9.308996328624e-06      7.895858032511e-08      -2.142690506095e-05      
   3.368446229662e-04      9.240394812049e-06      7.881807700492e-08      -2.122883315154e-05      
   3.361808365543e-04      9.172708824717e-06      7.867774851602e-08      -2.102940090937e-05      
   3.355078719980e-04      9.105950093972e-06      7.853759045252e-08      -2.082868025400e-05      
   3.348256716670e-04      9.040130347157e-06      7.839759840850e-08      -2.062674310499e-05      
   3.341341779311e-04      8.975261311611e-06      7.825776797810e-08      -2.042366138188e-05      
   3.334333331599e-04      8.911354714678e-06      7.811809475543e-08      -2.021950700425e-05      
   3.327230797231e-04      8.848422283700e-06      7.797857433456e-08      -2.001435189163e-05      
   3.320033599905e-04      8.786475746019e-06      7.783920230964e-08      -1.980826796359e-05      
   3.312741163317e-04      8.725526828976e-06      7.769997427475e-08      -1.960132713969e-05      
   3.305352911165e-04      8.665587259916e-06      7.756088582402e-08      -1.939360133947e-05      
   3.297868267146e-04      8.606668766176e-06      7.742193255153e-08      -1.918516248249e-05      
   3.290286654957e-04      8.548783075103e-06      7.728311005141e-08      -1.897608248832e-05      
   3.282607498294e-04      8.491941914038e-06      7.714441391775e-08      -1.876643327650e-05      
   3.274830220856e-04      8.436157010320e-06      7.700583974469e-08      -1.855628676659e-05      
   3.266954246340e-04      8.381440091293e-06      7.686738312629e-08      -1.834571487815e-05      
   3.258979287335e-04      8.327800204190e-06      7.672904023320e-08      -1.813478756296e-05      
   3.250906212012e-04      8.275235675796e-06      7.659080954203e-08      -1.792356690184e-05      
   3.242736177429e-04      8.223742152789e-06      7.645269010590e-08      -1.771211300780e-05      
   3.234470340650e-04      8.173315281846e-06      7.631468097797e-08      -1.750048599390e-05      
   3.226109858737e-04      8.123950709643e-06      7.617678121134e-08      -1.728874597316e-05      
   3.217655888750e-04      8.075644082856e-06      7.603898985915e-08      -1.707695305862e-05      
   3.209109587751e-04      8.028391048164e-06      7.590130597452e-08      -1.686516736332e-05      
   3.200472112804e-04      7.982187252243e-06      7.576372861058e-08      -1.665344900030e-05      
   3.191744620968e-04      7.937028341769e-06      7.562625682048e-08      -1.644185808257e-05      
   3.182928269306e-04      7.892909963420e-06      7.548888965733e-08      -1.623045472320e-05      
   3.174024214879e-04      7.849827763872e-06      7.535162617427e-08      -1.601929903520e-05      
   3.165033614750e-04      7.807777389801e-06      7.521446542441e-08      -1.580845113162e-05      
   3.155957625979e-04      7.766754487885e-06      7.507740646090e-08      -1.559797112549e-05      
   3.146797405628e-04      7.726754704801e-06      7.494044833686e-08      -1.538791912986e-05      
   3.137554110760e-04      7.687773687225e-06      7.480359010541e-08      -1.517835525775e-05      
   3.128228898436e-04      7.649807081834e-06      7.466683081969e-08      -1.496933962219e-05      
   3.118822925716e-04      7.612850535305e-06      7.453016953283e-08      -1.476093233624e-05      
   3.109337349665e-04      7.576899694314e-06      7.439360529796e-08      -1.455319351291e-05      
   3.099773327342e-04      7.541950205539e-06      7.425713716820e-08      -1.434618326526e-05      
   3.090132015810e-04      7.507997715656e-06      7.412076419668e-08      -1.413996170631e-05      
   3.080414572131e-04      7.475037871343e-06      7.398448543654e-08      -1.393458894910e-05      
   3.070622153365e-04      7.443066319276e-06      7.384829994091e-08      -1.373012510667e-05      
   3.060755916576e-04      7.412078706129e-06      7.371220676290e-08      -1.352663029204e-05      
   3.050817018823e-04      7.382070678584e-06      7.357620495565e-08      -1.332416461827e-05      
   3.040806617170e-04      7.353037883314e-06      7.344029357229e-08      -1.312278819838e-05      
   3.030725868678e-04      7.324975966997e-06      7.330447166596e-08      -1.292256114542e-05      
   3.020575930408e-04      7.297880576311e-06      7.316873828976e-08      -1.272354357242e-05      
   3.010357959422e-04      7.271747357931e-06      7.303309249685e-08      -1.252579559239e-05      
   3.000073112782e-04      7.246571958533e-06      7.289753334034e-08      -1.232937731842e-05      
   2.989722547551e-04      7.222350024797e-06      7.276205987337e-08      -1.213434886349e-05      
   2.979307420789e-04      7.199077203396e-06      7.262667114906e-08      -1.194077034067e-05      
   2.968828889557e-04      7.176749141011e-06      7.249136622054e-08      -1.174870186298e-05      
   2.958288110917e-04      7.155361484315e-06      7.235614414094e-08      -1.155820354347e-05      
   2.947686241933e-04      7.134909879986e-06      7.222100396339e-08      -1.136933549516e-05      
   2.937024439665e-04      7.115389974702e-06      7.208594474103e-08      -1.118215783111e-05      
   2.926303861175e-04      7.096797415139e-06      7.195096552697e-08      -1.099673066433e-05      
   2.915525663524e-04      7.079127847974e-06      7.181606537434e-08      -1.081311410787e-05      
   2.904691003774e-04      7.062376919883e-06      7.168124333629e-08      -1.063136827476e-05      
   2.893801038986e-04      7.046540277543e-06      7.154649846593e-08      -1.045155327805e-05      
   2.882857038831e-04      7.031611911592e-06      7.141183029103e-08      -1.027372269783e-05      
   2.871860723406e-04      7.017579188512e-06      7.127724023791e-08      -1.009790398254e-05      
   2.860813925414e-04      7.004427818744e-06      7.114273020752e-08      -9.924118047659e-06      
   2.849718477561e-04      6.992143512732e-06      7.100830210082e-08      -9.752385808695e-06      
   2.838576212552e-04      6.980711980916e-06      7.087395781875e-08      -9.582728181141e-06      
   2.827388963090e-04      6.970118933741e-06      7.073969926228e-08      -9.415166080493e-06      
   2.816158561882e-04      6.960350081648e-06      7.060552833235e-08      -9.249720422248e-06      
   2.804886841631e-04      6.951391135080e-06      7.047144692991e-08      -9.086412121902e-06      
   2.793575635043e-04      6.943227804478e-06      7.033745695593e-08      -8.925262094950e-06      
   2.782226774821e-04      6.935845800285e-06      7.020356031134e-08      -8.766291256890e-06      
   2.770842093671e-04      6.929230832943e-06      7.006975889712e-08      -8.609520523217e-06      
   2.759423424298e-04      6.923368612896e-06      6.993605461421e-08      -8.454970809429e-06      
   2.747972599406e-04      6.918244850585e-06      6.980244936356e-08      -8.302663031019e-06      
   2.736491451700e-04      6.913845256452e-06      6.966894504612e-08      -8.152618103486e-06      
   2.724981813885e-04      6.910155540940e-06      6.953554356286e-08      -8.004856942326e-06      
   2.713445518666e-04      6.907161414492e-06      6.940224681472e-08      -7.859400463035e-06      
   2.701884398746e-04      6.904848587549e-06      6.926905670266e-08      -7.716269581107e-06      
   2.690300286831e-04      6.903202770554e-06      6.913597512762e-08      -7.575485212042e-06      
   2.678695015626e-04      6.902209673949e-06      6.900300399056e-08      -7.437068271335e-06      
   2.667070417835e-04      6.901855008176e-06      6.887014519245e-08      -7.301039674480e-06      
   2.655428326162e-04      6.902124483679e-06      6.873740063422e-08      -7.167420336976e-06      
   2.643770573313e-04      6.903003810898e-06      6.860477221684e-08      -7.036231174318e-06      
   2.632098991993e-04      6.904478700278e-06      6.847226184125e-08      -6.907493102003e-06      
   2.620415414907e-04      6.906534862259e-06      6.833987140841e-08      -6.781227035526e-06      
   2.608721674757e-04      6.909158007285e-06      6.820760281927e-08      -6.657453890385e-06      
   2.597019604250e-04      6.912333845797e-06      6.807545797478e-08      -6.536194582074e-06      
   2.585311036092e-04      6.916048088238e-06      6.794343877591e-08      -6.417470026091e-06      
   2.573597802985e-04      6.920286445051e-06      6.781154712360e-08      -6.301301137932e-06      
   2.561881737634e-04      6.925034626677e-06      6.767978491880e-08      -6.187708833092e-06      
   2.550164672744e-04      6.930278343559e-06      6.754815406247e-08      -6.076714027069e-06      
   2.538448441022e-04      6.936003306139e-06      6.741665645556e-08      -5.968337635358e-06      
   2.526734875169e-04      6.942195224860e-06      6.728529399903e-08      -5.862600573457e-06      
   2.515025807893e-04      6.948839810164e-06      6.715406859382e-08      -5.759523756860e-06      
   2.503323071896e-04      6.955922772493e-06      6.702298214090e-08      -5.659128101065e-06      
   2.491628499885e-04      6.963429822290e-06      6.689203654121e-08      -5.561434521566e-06      
   2.479943924564e-04      6.971346669997e-06      6.676123369570e-08      -5.466463933862e-06      
   2.468271178636e-04      6.979659026057e-06      6.663057550534e-08      -5.374237253448e-06      
   2.456612094809e-04      6.988352600912e-06      6.650006387107e-08      -5.284775395820e-06      
   2.444968505785e-04      6.997413105003e-06      6.636970069385e-08      -5.198099276474e-06      
   2.433342169983e-04      7.006826203364e-06      6.623948802130e-08      -5.114223171532e-06      
   2.421734548669e-04      7.016577379395e-06      6.610942848766e-08      -5.033134799617e-06      
   2.410147028829e-04      7.026652071085e-06      6.597952487389e-08      -4.954815239975e-06      
   2.398580997442e-04      7.037035716422e-06      6.584977996091e-08      -4.879245571855e-06      
   2.387037841488e-04      7.047713753398e-06      6.572019652963e-08      -4.806406874503e-06      
   2.375518947952e-04      7.058671620000e-06      6.559077736101e-08      -4.736280227169e-06      
   2.364025703813e-04      7.069894754219e-06      6.546152523596e-08      -4.668846709098e-06      
   2.352559496053e-04      7.081368594046e-06      6.533244293540e-08      -4.604087399537e-06      
   2.341121711654e-04      7.093078577467e-06      6.520353324027e-08      -4.541983377737e-06      
   2.329713737597e-04      7.105010142475e-06      6.507479893151e-08      -4.482515722943e-06      
   2.318336960864e-04      7.117148727058e-06      6.494624279002e-08      -4.425665514403e-06      
   2.306992768436e-04      7.129479769206e-06      6.481786759675e-08      -4.371413831364e-06      
   2.295682547296e-04      7.141988706908e-06      6.468967613263e-08      -4.319741753075e-06      
   2.284407684423e-04      7.154660978154e-06      6.456167117857e-08      -4.270630358782e-06      
   2.273169566802e-04      7.167482020934e-06      6.443385551552e-08      -4.224060727734e-06      
   2.261969581410e-04      7.180437273237e-06      6.430623192440e-08      -4.180013939177e-06      
   2.250809115232e-04      7.193512173052e-06      6.417880318613e-08      -4.138471072359e-06      
   2.239689555249e-04      7.206692158371e-06      6.405157208166e-08      -4.099413206528e-06      
   2.228612288441e-04      7.219962667181e-06      6.392454139189e-08      -4.062821420931e-06      
   2.217578701790e-04      7.233309137472e-06      6.379771389777e-08      -4.028676794817e-06      
   2.206590182279e-04      7.246717007234e-06      6.367109238022e-08      -3.996960407432e-06      
   2.195648116888e-04      7.260171714457e-06      6.354467962017e-08      -3.967653338023e-06      
   2.184753892599e-04      7.273658697131e-06      6.341847839856e-08      -3.940736665839e-06      
   2.173908896394e-04      7.287163393243e-06      6.329249149629e-08      -3.916191470127e-06      
   2.163114515254e-04      7.300671240786e-06      6.316672169432e-08      -3.893998830135e-06      
   2.152372136160e-04      7.314167677748e-06      6.304117177355e-08      -3.874139825109e-06      
   2.141683146095e-04      7.327638142118e-06      6.291584451493e-08      -3.856595534298e-06      
   2.131048932039e-04      7.341068071887e-06      6.279074269938e-08      -3.841347036949e-06      
   2.120470880974e-04      7.354442905043e-06      6.266586910784e-08      -3.828375412311e-06      
   2.109950379883e-04      7.367748079576e-06      6.254122652122e-08      -3.817661739628e-06      
   2.099488815745e-04      7.380969033476e-06      6.241681772046e-08      -3.809187098151e-06      
   2.089087575542e-04      7.394091204733e-06      6.229264548648e-08      -3.802932567126e-06      
   2.078748046258e-04      7.407100031336e-06      6.216871260022e-08      -3.798879225800e-06      
   2.068471614872e-04      7.419980951274e-06      6.204502184260e-08      -3.797008153421e-06      
   2.058259668365e-04      7.432719402539e-06      6.192157599455e-08      -3.797300429239e-06      
   2.048113593721e-04      7.445300823118e-06      6.179837783702e-08      -3.799737132497e-06      
   2.038034777921e-04      7.457710651000e-06      6.167543015090e-08      -3.804299342446e-06      
   2.028024607945e-04      7.469934324178e-06      6.155273571714e-08      -3.810968138332e-06      
   2.018084470775e-04      7.481957280639e-06      6.143029731667e-08      -3.819724599404e-06      
   2.008215580841e-04      7.493766140578e-06      6.130811754776e-08      -3.830546485661e-06      
   1.998418462357e-04      7.505352253008e-06      6.118619827810e-08      -3.843398280124e-06      
   1.988693466987e-04      7.516708149150e-06      6.106454119273e-08      -3.858241146565e-06      
   1.979040946395e-04      7.527826360220e-06      6.094314797669e-08      -3.875036248757e-06      
   1.969461252243e-04      7.538699417438e-06      6.082202031500e-08      -3.893744750471e-06      
   1.959954736194e-04      7.549319852024e-06      6.070115989272e-08      -3.914327815483e-06      
   1.950521749912e-04      7.559680195194e-06      6.058056839486e-08      -3.936746607562e-06      
   1.941162645059e-04      7.569772978170e-06      6.046024750646e-08      -3.960962290482e-06      
   1.931877773300e-04      7.579590732167e-06      6.034019891258e-08      -3.986936028018e-06      
   1.922667486296e-04      7.589125988406e-06      6.022042429823e-08      -4.014628983939e-06      
   1.913532135711e-04      7.598371278106e-06      6.010092534846e-08      -4.044002322021e-06      
   1.904472073210e-04      7.607319132484e-06      5.998170374830e-08      -4.075017206035e-06      
   1.895487650453e-04      7.615962082760e-06      5.986276118280e-08      -4.107634799753e-06      
   1.886579219104e-04      7.624292660153e-06      5.974409933696e-08      -4.141816266949e-06      
   1.877747130827e-04      7.632303395881e-06      5.962571989587e-08      -4.177522771395e-06      
   1.868991737284e-04      7.639986821163e-06      5.950762454452e-08      -4.214715476865e-06      
   1.860313390140e-04      7.647335467216e-06      5.938981496798e-08      -4.253355547131e-06      
   1.851712441057e-04      7.654341865262e-06      5.927229285125e-08      -4.293404145964e-06      
   1.843189241697e-04      7.660998546517e-06      5.915505987940e-08      -4.334822437140e-06      
   1.834744143725e-04      7.667298042201e-06      5.903811773745e-08      -4.377571584428e-06      
   1.826377498803e-04      7.673232883532e-06      5.892146811044e-08      -4.421612751604e-06      
   1.818089658594e-04      7.678795601730e-06      5.880511268340e-08      -4.466907102439e-06      
   1.809880974762e-04      7.683978728012e-06      5.868905314137e-08      -4.513415800706e-06      
   1.801751798970e-04      7.688774793597e-06      5.857329116939e-08      -4.561100010177e-06      
   1.793702482880e-04      7.693176329705e-06      5.845782845250e-08      -4.609920894625e-06      
   1.785733378157e-04      7.697175867554e-06      5.834266667572e-08      -4.659839617824e-06      
   1.777844836461e-04      7.700765938362e-06      5.822780752410e-08      -4.710817343547e-06      
   1.770037209460e-04      7.703939073348e-06      5.811325268267e-08      -4.762815235564e-06      
   1.762310848812e-04      7.706687803732e-06      5.799900383647e-08      -4.815794457650e-06      
   1.754666106183e-04      7.709004660731e-06      5.788506267053e-08      -4.869716173576e-06      
   1.747103333236e-04      7.710882175565e-06      5.777143086990e-08      -4.924541547116e-06      
   1.739622881633e-04      7.712312879452e-06      5.765811011959e-08      -4.980231742043e-06      
   1.732225103039e-04      7.713289303611e-06      5.754510210467e-08      -5.036747922128e-06      
   1.724910349115e-04      7.713803979260e-06      5.743240851015e-08      -5.094051251145e-06      
   1.717678971524e-04      7.713849437619e-06      5.732003102109e-08      -5.152102892867e-06      
   1.710531321932e-04      7.713418209905e-06      5.720797132250e-08      -5.210864011067e-06      
   1.703467751999e-04      7.712502827339e-06      5.709623109942e-08      -5.270295769516e-06      
   1.696488613390e-04      7.711095821138e-06      5.698481203691e-08      -5.330359331987e-06      
   1.689594257766e-04      7.709189722521e-06      5.687371581998e-08      -5.391015862255e-06      
   1.682784878868e-04      7.706778562330e-06      5.676294380943e-08      -5.452227294203e-06      
   1.676060038724e-04      7.703862369901e-06      5.665249606906e-08      -5.513958642176e-06      
   1.669419141443e-04      7.700442674193e-06      5.654237233842e-08      -5.576175690630e-06      
   1.662861591132e-04      7.696521004164e-06      5.643257235704e-08      -5.638844224020e-06      
   1.656386791895e-04      7.692098888774e-06      5.632309586450e-08      -5.701930026804e-06      
   1.649994147841e-04      7.687177856983e-06      5.621394260033e-08      -5.765398883436e-06      
   1.643683063074e-04      7.681759437748e-06      5.610511230407e-08      -5.829216578375e-06      
   1.637452941702e-04      7.675845160029e-06      5.599660471530e-08      -5.893348896075e-06      
   1.631303187831e-04      7.669436552785e-06      5.588841957354e-08      -5.957761620994e-06      
   1.625233205568e-04      7.662535144975e-06      5.578055661836e-08      -6.022420537587e-06      
   1.619242399018e-04      7.655142465557e-06      5.567301558929e-08      -6.087291430310e-06      
   1.613330172289e-04      7.647260043492e-06      5.556579622590e-08      -6.152340083621e-06      
   1.607495929487e-04      7.638889407738e-06      5.545889826773e-08      -6.217532281975e-06      
   1.601739074717e-04      7.630032087253e-06      5.535232145433e-08      -6.282833809828e-06      
   1.596059012088e-04      7.620689610997e-06      5.524606552525e-08      -6.348210451637e-06      
